subid,jp_id,point,lat,lon,location,location_original,,,0,,A,B,RND_A,RND_B,,,,,
1464,,POINT(-8734999.79085706 -20110.255551971684),-0.1806532,-78.4678382,"Quito, Ecuador",,,,0,,-8734999.791,-20110.25555,0.978092665,0.344035478,,,,,
1465,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.812974091,0.011348549,,,,,
1466,,POINT(1619706.6058200027 6026746.973805513),47.516231,14.550072,Austria,,,,0,,1619706.606,6026746.974,0.033627322,0.148980386,,,,,
1467,,POINT(13474006.723795976 1629380.3663060728),14.4803169,121.0390618,Czechoslovakia,,,,0,,13474006.72,1629380.366,0.058694878,0.991061481,,,,,
1468,,POINT(2171097.8697641967 5968637.678298508),47.162494,19.503304,Hungary,,,,0,,2171097.87,5968637.678,0.508052956,0.977473789,,,,,
1469,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.45380251,0.625789397,,,,,
1470,,POINT(2779287.009570991 5771245.40362821),45.943161,24.96676,Romania,,,,0,,2779287.01,5771245.404,0.336284406,0.341176186,,,,,
1471,,POINT(-7081775.532016912 -4638374.274438813),-38.416097,-63.616672,Argentina,,,,0,,-7081775.532,-4638374.274,0.728692792,0.902482849,,,,,
1472,,POINT(-8270741.275706984 509367.2812682894),4.570868,-74.297333,Colombia,,,,0,,-8270741.276,509367.2813,0.222297593,0.062941248,,,,,
1473,,POINT(-7964126.877810342 -4256013.6745668),-35.675147,-71.542969,Chile,,,,0,,-7964126.878,-4256013.675,0.792460785,0.454741297,,,,,
1474,jp_cite_00280,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-9147274.30793983 4545686.96376145)"",""POINT(-9159074.140566425 4533512.477279538)""}",,0,,,,0.771000647,0.637748985,,,,,
1475,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.227259653,0.123162379,,,,,
1476,,POINT(-9147274.30793983 4545686.96376145),37.7607801,-82.1713632,"Mingo County, West Virginia",,,,0,,-9147274.308,4545686.964,0.473350221,0.863533735,,,,,
1477,,POINT(-9159074.140566425 4533512.477279538),37.6742682,-82.2773629,"Williamson, West Virginia",,,,0,,-9159074.141,4533512.477,0.247034831,0.108681213,,,,,
1478,jp_cite_00281,,,,,,POINT(-8222227.306542306 5036395.1721614385),,0,,,,0.237997585,0.860814073,,,,,
1479,,POINT(-8222227.306542306 5036395.1721614385),41.1628731,-73.8615246,"Ossining, New York",,,,0,,-8222227.307,5036395.172,0.451416253,0.000799511,,,,,
1480,jp_cite_00282,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-10654710.28698895 4451692.554190846)""}",,0,,,,0.673878256,0.874335703,,,,,
1481,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.790708031,0.369021476,,,,,
1482,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,,,0,,-10654710.29,4451692.554,0.170093349,0.701616043,,,,,
1483,jp_cite_00283,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-421200.8596939199 6823785.150729173)""}",,0,,,,0.37016054,0.744130972,,,,,
1484,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.455126353,0.585125389,,,,,
1485,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.77189516,0.355931758,,,,,
1486,,POINT(-421200.8596939199 6823785.150729173),52.1306607,-3.7837117,Wales,,,,0,,-421200.8597,6823785.151,0.596649331,0.444204748,,,,,
1487,jp_cite_00284,,,,,,"""POINT(-8476692.508247329 5319299.391249349)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8517109.598590542 5381538.998832145)"",""POINT(-8403100.528728032 5573511.880644771)""}",,0,,,,0.665043856,0.286793919,,,,,
1488,,POINT(-8476692.508247329 5319299.391249349),43.0481221,-76.1474244,"Syracuse, New York",,,,0,,-8476692.508,5319299.391,0.230221494,0.450129267,,,,,
1489,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.926380476,0.118069768,,,,,
1490,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.736280746,0.486357518,,,,,
1491,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.729041238,0.672184488,,,,,
1492,,POINT(-8517109.598590542 5381538.998832145),43.4553461,-76.5104973,"Oswego, New York",,,,0,,-8517109.599,5381538.999,0.399319206,0.152653159,,,,,
1493,,POINT(-8403100.528728032 5573511.880644771),44.6942291,-75.4863364,"Ogdensburg, New York",,,,0,,-8403100.529,5573511.881,0.795093614,0.934278023,,,,,
1494,jp_cite_00285,,,,,,"""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8873992.683653042 4851432.202493301)"",""POINT(-8905101.338364959 4930180.7964929445)"",""POINT(-8857201.763733782 4837978.7655071765)"",""POINT(-8862884.71279358 4843319.301955488)"",""POINT(-8844647.09590412 4827237.397484904)""}",,0,,,,0.1622566,0.046916176,,,,,
1495,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.049480265,0.822529975,,,,,
1496,,POINT(-8873992.683653042 4851432.202493301),39.900076,-79.7164326,"Uniontown, Pennsylvania",,,,0,,-8873992.684,4851432.202,0.400338503,0.535893043,,,,,
1497,,POINT(-8905101.338364959 4930180.7964929445),40.4406248,-79.9958864,"Pittsburgh, Pennsylvania",,,,0,,-8905101.338,4930180.796,0.462386001,0.132508062,,,,,
1498,,POINT(-8857201.763733782 4837978.7655071765),39.8072982,-79.5655972,"Farmington, Pennsylvania",,,,0,,-8857201.764,4837978.766,0.603002796,0.488715445,,,,,
1499,,POINT(-8862884.71279358 4843319.301955488),39.8441427,-79.616648,"Chalk Hill, Pennsylvania",,,,0,,-8862884.713,4843319.302,0.68867809,0.657731853,,,,,
1500,,POINT(-8844647.09590412 4827237.397484904),39.7331334,-79.4528167,"Markleysburg, Pennsylvania",,,,0,,-8844647.096,4827237.397,0.940907641,0.81349372,,,,,
1501,jp_cite_00286,,,,,,"""POINT(-14221.988898634567 6711533.693057904)"",""POINT(19456001.591576714 -5054686.754498666)"",""POINT(18883628.974726062 -5594484.770925957)""}",,0,,,,0.826218487,0.649351586,,,,,
1502,,POINT(-14221.988898634567 6711533.693057904),51.5073509,-0.1277583,"London, United Kingdom",,,,0,,-14221.9889,6711533.693,0.873378228,0.780351366,,,,,
1503,,POINT(19456001.591576714 -5054686.754498666),-41.2864603,174.776236,"Wellington, New Zealand",,,,0,,19456001.59,-5054686.754,0.875682738,0.876863401,,,,,
1504,,POINT(18883628.974726062 -5594484.770925957),-44.8280041,169.6345253,"Otago, New Zealand",,,,0,,18883628.97,-5594484.771,0.705792448,0.370882563,,,,,
1505,jp_cite_00287,,,,,,POINT(19468217.235897213 -4997684.889855398),,0,,,,0.42814999,0.095209216,,,,,
1506,,POINT(19468217.235897213 -4997684.889855398),-40.900557,174.885971,New Zealand,,,,0,,19468217.24,-4997684.89,0.696538528,0.67962886,,,,,
1507,jp_cite_00288,,,,,,"""POINT(820302.7633217695 5971612.922036269)"",""POINT(-8367354.181578875 4859054.290881913)""}",,0,,,,0.894785367,0.609775896,,,,,
1508,,POINT(820302.7633217695 5971612.922036269),47.1806632,7.3689051,"Lengnau, Switzerland",,,,0,,820302.7633,5971612.922,0.614178221,0.977330841,,,,,
1509,,POINT(-8367354.181578875 4859054.290881913),39.9525839,-75.1652215,"Philadelphia, Pennsylvania",,,,0,,-8367354.182,4859054.291,0.285206829,0.82987531,,,,,
1510,jp_cite_00289,,,,,,"""POINT(2779287.009570991 5771245.40362821)"",""POINT(-8238303.700046114 4970069.184605361)""}",,0,,,,0.974603685,0.583680562,,,,,
1511,,POINT(2779287.009570991 5771245.40362821),45.943161,24.96676,Romania,,,,0,,2779287.01,5771245.404,0.778163953,0.677406196,,,,,
1512,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.23149086,0.259827492,,,,,
1513,jp_cite_00290,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(3225700.4314880352 5013119.0180252185)"",""POINT(-10654710.28698895 4451692.554190846)""}",,0,,,,0.265429851,0.583045661,,,,,
1514,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.708805043,0.210789785,,,,,
1515,,POINT(3225700.4314880352 5013119.0180252185),41.00527,28.97696,"Istanbul, Turkey",Ottoman Empire,,,0,,3225700.431,5013119.018,0.606891959,0.762213601,,,,,
1516,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,,,0,,-10654710.29,4451692.554,0.263115718,0.724458697,,,,,
